Show,Date,Tickets Sold,Total GBOR,Advance Ticket Price,Artist Fee,Deal,Scan Count,Bar Sales,Bar Sales Per Head,Net Income
Joe Lawlor & Friends,Thu 11/9/23,509.0,"$8,525.00",$17.00 ,"$5,115.00",60% of GBOR,499.0,"$7,440.00",$14.91,"$5,530.67"
Welcome To Night Vale,Fri 11/10/23,138.0,"$5,795.00",$37.50 ,"$2,757.00",60% of GBOR,122.0,$483.26,$3.96,"$3,925.32"
The Cadillac Three,Sat 11/11/23,630.0,"$14,572.00",$23.00 ,"$7,289.60","$7,000 vs 85%",528.0,"$11,789.17",$22.33,"$13,678.98"
Lukas Nelson + POTR,Tue 11/14/23,750.0,"$21,000.00",$28.00 ,"$14,500.00","$10,000 flat",682.0,"$8,126.46",$11.92,"$9,487.17"
Wyatt Flores,Wed 11/15/23,750.0,"$13,500.00",$18.00 ,"$8,775.00",65% of GBOR,698.0,"$5,318.93",$7.62,"$7,992.33"
Boy Named Banjo,Thu 11/16/23,350.0,"$4,739.00",$13.00 ,"$2,351.89",55% of GBOR,295.0,"$4,647.75",$15.76,"$2,987.24"
DJ Flatline Dance Party,Fri 11/17/23,577.0,"$8,939.00",$14.00 ,"$5,252.29",60% of GBOR,551.0,"$8,418.15",$15.28,"$6,978.06"
Mipso,Sat 11/18/23,425.0,"$9,877.00",$23.00 ,"$5,776.20",60% of GBOR,385.0,"$4,022.43",$10.45,"$4,979.11"
Thankful Dead,Wed 11/22/23,663.0,"$9,144.00",$14.00 ,"$5,306.40",60% of GBOR,669.0,"$9,508.18",$14.21,"$6,716.85"
Chamomille & Whiskey,Fri 11/24/23,254.0,"$3,412.00",$14.00 ,"$1,867.20",60% of GBOR,268.0,"$3,449.87",$12.87,$196.50
100 Proof Go Go Band,Sat 11/25/23,221.0,"$3,712.00",$17.00 ,"$2,107.20",60% of GBOR,207.0,"$3,269.48",$15.79,-$172.06
Conner Smith,Thu 11/30/23,314.0,"$4,112.00",$13.00 ,"$2,000.00","2,000 vs. 55%",262.0,"$2,708.14",$10.34,"$1,402.20"
Susto,Fri 12/1/23,214.0,"$3,356.00",$16.00 ,"$1,537.48",60% of GBOR,247.0,"$2,531.48",$10.25,$635.05
LaMP,Thu 12/7/23,225.0,"$4,078.00",$18.00 ,"$2,108.45","$1,500 vs 60%",265.0,"$3,526.73",$13.31,"$2,131.72"
Hunter Hayes,Sat 12/9/23,342.0,"$9,486.00",$28.00 ,"$10,000.00","10,000 vs. 85%",370.0,"$3,735.47",$10.10,-$56.36
X Mas Jam,Thu 12/14/23,136.0,"$2,081.00",$14.00 ,"$1,040.50",50% of GBOR,194.0,"$2,240.97",$11.55,-$859.06
Kendall Street Company + David Wax Museum,Sat 12/23/23,371.0,"$5,840.00",$16.00 ,"$3,282.60",60% of GBOR,386.0,"$5,134.76",$13.30,"$3,279.86"
Skip Castro,Sat 12/30/23,391.0,"$9,424.50",$23.00 ,"$5,474.70",60% of GBOR,370.0,"$5,059.95",$13.68,"$5,050.57"
Illiterate Light,Sun 12/31/23,750.0,"$20,940.00",$28.00 ,"$12,517.22",65% of GBOR,702.0,"$12,579.84",$17.92,"$12,661.78"
Who's Bad,Sat 1/13/24,326.0,"$7,798.00",$18.00 ,"$4,528.80",60% of GBOR,309.0,"$2,933.07",$9.49,"$2,541.84"
Steep Canyon Rangers,Fri 1/19/24,576.0,"$13,338.00",$23.00 ,"$7,552.80",60% of GBOR,549.0,"$4,767.80",$8.68,"$6,846.54"
Anees,Sat 1/20/24,530.0,"$12,245.00",$23.00 ,"$6,867.00",60% of GBOR,407.0,"$4,090.51",$10.05,"$7,092.57"
Legwarmers,Fri 1/26/24,775.0,"$16,341.00",$21.00 ,"$10,621.65",65% of GBOR,767.0,"$12,018.46",$15.67,"$12,013.59"
Hot in Herre,Sat 1/27/24,751.0,"$12,070.00",$14.00 ,"$9,052.50",70% of GBOR,725.0,"$11,267.07",$15.54,"$9,000.74"
The Record Company ,Sun 1/28/24,445.0,"$8,866.00",$20.00 ,"$4,829.60",60% of GBOR,409.0,"$5,216.45",$12.75,"$4,318.98"
Joseph,Tue 1/30/24,361.0,"$9,945.00",$27.50 ,"$10,000.00","$10,000 vs 85%",362.0,"$2,434.53",$6.73,-$713.12
Red Clay Strays,Thu 2/1/24,750.0,"$17,310.00",$23.00 ,"$9,350.00","$7,500 vs 85%",739.0,"$11,612.70",$15.71,"$15,473.90"
Daniel Donato's Cosmic Country,Sat 2/3/24,750.0,"$13,500.00",$18.00 ,"$8,775.00",65% of GBOR,749.0,"$11,475.47",$15.32,"$11,683.67"
Robin & Linda Williams,Sun 2/4/24,198.0,"$5,596.00",$30.00 ,"$2,250.00","$2,250 vs 85%",200.0,$680.21,$3.40,"$1,765.13"
CJ Chenier & The Red Hot Louisiana Band,Tue 2/6/24,405.0,"$7,727.00",$19.00 ,"$4,860.05","$1,000 vs. 65%",359.0,"$5,843.67",$16.28,"$3,664.08"
Indecision,Sat 2/10/24,363.0,"$5,469.00",$16.00 ,"$3,123.00",60% of GBOR,344.0,"$5,173.41",$15.04,"$2,952.35"
Yeah! Dance Party,Fri 2/16/24,700.0,"$11,970.00",$13.00 ,"$7,455.50",60% of GBOR,644.0,"$10,412.24",$16.17,"$9,722.62"
The Stews,Sat 2/17/24,750.0,"$11,728.00",$16.00 ,"$7,623.20",60% of GBOR,724.0,"$8,384.03",$11.58,"$8,556.68"
Chelsea Cutler,Mon 2/19/24,751.0,"$27,358.00",$35.00 ,"$15,622.20","$15,000 vs 85%",691.0,"$6,460.47",$9.35,"$11,202.51"
Blackberry smoke,Tue 2/20/24,750.0,"$32,225.00",$40.50 ,"$20,000.00","$20,000 vs 90%",680.0,"$10,438.60",$15.35,"$14,268.53"
Zoso,Fri 2/23/24,560.0,"$10,807.00",$18.00 ,"$4,595.40",60% of GBOR,554.0,"$7,514.99",$13.56,"$8,781.65"
Madi Diaz,Sat 2/24/24,143.0,"$3,319.00",$23.00 ,"$2,500.00",$3500 vs 85%,130.0,$875.20,$6.73,"-$1,890.30"
Donna The Buffalo,Fri 3/1/24,324.0,"$8,841.00",$27.00 ,"$5,154.60",60% of GBOR,332.0,"$3,919.52",$11.81,"$4,954.07"
St. Paul & The Broken Bones,Sun 3/3/24,775.0,"$27,817.50",$35.50 ,"$19,727.38","$16,000 vs. 85%. $2,500 bonus at sellout",741.0,"$8,013.55",$10.81,"$11,025.05"
GWAR,Mon 3/4/24,750.0,"$24,750.00",$33.00 ,"$9,983.25","$8,800 vs 85%",745.0,"$11,034.48",$14.81,
Dawes & Lucius,Fri 3/8/24,759.0,"$32,359.50",$40.50 ,"$23,723.55","$23,000 vs. 90%",772.0,"$7,697.57",$9.97,"$13,823.37"
Gimme Gimme Disco,Sat 3/9/24,287.0,"$4,898.00",$16.00 ,"$2,897.27",60% of GBOR,280.0,"$4,143.84",$14.80,"$2,177.03"
The Disco Biscuits,Sun 3/10/24,750.0,"$32,265.00",$43.00 ,"$22,259.29","$22,000 vs. 90%",782.0,"$13,495.78",$17.26,"$17,304.26"
Carbon Leaf,Fri 3/15/24,398.0,"$10,338.50",$23.00 ,"$6,023.10",60% of GBOR,402.0,"$4,463.68",$11.10,"$4,965.15"
Mason Ramsey,Sat 3/16/24,750.0,"$11,505.00",$15.00 ,"$8,053.00",70% of GBOR,675.0,"$3,401.75",$5.04,"$5,432.08"
Too Many Zooz Jefferson,Sun 3/17/24,362.0,"$7,684.00",$21.00 ,"$3,830.40",60% of GBOR,327.0,"$2,894.56",$8.85,"$2,802.71"
Hermanos Gutierrez,Tue 3/19/24,750.0,"$22,900.00",$28.00 ,"$14,630.00","$7,500 vs. 85% of GBOR",713.0,"$4,826.11",$6.77,"$12,552.64"
The Zombies,Fri 3/29/24,334.0,"$16,580.00",62.50,"$7,500.00","$7,500 vs 85%",290.0,"$2,349.89",$8.10,"$5,187.73"
Saved By The 90s,Sat 3/30/24,153.0,"$2,759.00",$18.00 ,"$2,500.00","$2,500 vs 60%",210.0,"$3,473.80",$16.54,$288.27
Corey Smith,Fri 4/5/24,,,,,60% of GBOR,,,,
The Vegabonds,Fri 4/12/24,215.0,"$3,530.00",$16.00 ,"$1,970.20",60% of GBOR,207.0,"$3,131.54",$15.13,$331.27
Ruston Kelly,Tue 4/23/24,173.0,"$4,009.00",$23.00 ,"$5,000.00","$5,000 vs 85%",170.0,"$1,668.90",$9.82,"-$1,590.53"
Brandy Clark,Wed 4/24/24,337.0,"$11,212.50",$30.50 ,"$5,000.00","$5,000 vs 85%",293.0,"$2,234.74",$7.63,"$3,958.42"
Beach Fossils,Thu 4/25/24,432.0,"$13,241.00",$30.50 ,"$9,000.00",$9000 vs 85%,424.0,"$4,273.24",$10.08,$205.74
Evan Honer,Fri 4/26/24,750.0,"$13,350.00",$18.00 ,"$8,515.00","$3,500 vs 60%",583.0,"$5,428.32",$9.31,"$8,247.96"
The Taylor Party,Fri 5/3/24,414.0,"$6,972.00",$18.00 ,"$4,390.40",70% of GBOR,452.0,"$4,460.89",$9.87,"$2,788.29"
Adam Doleac,Sat 5/4/24,224.0,"$4,077.00",$18.00 ,"$2,500.00","$2,500 vs 85%",209.0,"$2,981.92",$14.27,$569.34
Benjamin Todd + Lost Dog Street Band,Sun 5/5/24,750.0,"$20,265.00",$27.00 ,"$13,678.88",67.5% of GBOR,603.0,"$8,100.20",$13.43,
Sarah Jarosz,Mon 5/6/24,773.0,"$17,889.00",$23.00 ,"$11,369.70",67.5% of GBOR,657.0,"$3,803.74",$5.79,"$7,549.15"
Hawthorne Heights,Thu 5/9/24,341.0,"$11,392.50",$33.00 ,"$5,500.00","$5,500 vs 85%",271.0,"$2,841.04",$10.48,"$5,387.62"
Pecos and The Rooftops,Fri 5/10/24,750.0,"$17,950.00",$23.00 ,"$11,667.50",60% of GBOR,689.0,"$14,659.46",$21.28,"$15,335.06"
The Nashville Nights Band,Sat 5/11/24,247.0,"$4,816.00",$18.00 ,"$3,322.20",70% of GBOR,303.0,"$5,147.12",$16.99,"$2,414.15"
Dirty Honey,Mon 5/13/24,349.0,"$9,014.50",$25.50 ,"$10,000.00","$10,000 vs 85%",360.0,"$3,841.03",$10.67,"-$1,830.52"
Thievery Corporation,Tue 5/14/24,765.0,"$30,605.00",$38.00 ,"$18,534.25","$17,500 vs 85%",704.0,"$8,312.77",$11.81,"$13,053.49"
Thievery Corporation,Wed 5/15/24,775.0,"$31,010.00",$38.00 ,"$18,895.50","$17,500 vs 85%",700.0,"$7,982.33",$11.40,"$14,042.01"
Start Making Sense,Fri 5/17/24,378.0,"$9,164.00",$23.00 ,"$3,122.77","$3,000 vs 85%",347.0,"$4,321.23",$12.45,"$6,282.77"
Phosphorescent,Thu 5/23/24,390.0,"$10,570.50",$25.50 ,"$5,000.00","$5,000 vs 85%",398.0,"$4,967.64",$12.48,"$6,826.68"
100 Proof,Sat 5/25/24,120.0,"$1,841.00",$15.00 ,$954.60,60% of GBOR,105.0,"$1,498.00",$14.27,"-$1,706.01"
Legwarmers,Fri 5/31/24,450.0,"$9,816.00",$21.00 ,"$6,380.40",60% of GBOR,443.0,"$7,159.17",$16.16,"$5,798.93"
The Arcadian Wild,Wed 6/12/24,373.0,"$10,014.00",$23.00 ,"$3,555.55","$1,900 vs 85%",349.0,"$1,308.17",$3.75,"$5,730.67"
Andy Summers,Sun 6/16/24,169.0,"$10,397.00",$53.00 ,"$7,500.00","$7,500 vs 85%",163.0,$878.51,$5.39,"$1,159.51"
Japanese House,Mon 6/17/24,793.0,"$22,294.00",$28.00 ,"$13,621.51","$12,500 vs 85%",733.0,"$3,954.62",$5.40,"$10,835.89"
Baroness,Sat 6/22/24,253.0,"$7,100.50",$27.50 ,"$8,750.00","$8,750 vs 85%",249.0,"$3,326.69",$13.36,"-$3,563.29"
No Scrubs,Fri 6/28/24,262.0,"$4,168.00",$16.00 ,"$2,765.25",70% of GBOR,233.0,"$4,011.99",$17.22,"$1,795.33"
Hannibal Burress,Sun 7/7/24,369.0,"$15,300.00",$38.00 ,"$11,475.00",75% of GBOR,372.0,"$2,505.13",$6.73,"$3,256.96"
Lust For Lana Dance Party,Fri 7/12/24,138.0,"$2,168.00",$18.00 ,"$1,294.80",60% of GBOR,160.0,"$1,215.67",$7.60,-$976.20
The Zachs,Sat 7/13/24,134.0,"$2,587.00",$18.00 ,"$1,810.90",70% of GBOR,140.0,"$2,039.17",$14.57,-$335.95
Shrek Rave,Fri 7/26/24,355.0,"$7,304.00",$23.00 ,"$4,755.80",70% of GBOR,326.0,"$3,626.98",$11.13,"$2,854.17"
Town Mountain,Sat 7/27/24,265.0,"$5,028.00",$18.00 ,"$2,796.44",60% of GBOR,260.0,"$3,818.63",$14.69,"$3,209.05"
Brett Dennen + Lanhorne Slim,Fri 8/2/24,267.0,"10,176.00",$33.00,"$10,000.00","$10,000 vs 85%",278.0,"$2,988.19",$10.75,$29.33
Hot in Herre,Sat 8/3/24,419.0,"$6,898.00",$16.00 ,"$4,648.77",70% of GBOR,416.0,"$6,976.93",$16.77,"$4,053.46"
The Mountain Goats,Tue 8/6/24,561.0,"$26,278.00",$43.00 ,"$17,758.20",70% of GBOR,514.0,,,
Drew Pace,Sat 8/17/24,504.0,"$6,515.00",$116.00 ,"$3,909.00",60% of GBOR,435.0,"$8,434.67",$19.39,"$4,928.25"
Rumours,Sat 8/24/24,521.0,"$12,269.00",$23.00 ,"$7,361.40",60% of GBOR,501.0,"$5,474.90",$10.93,"$7,135.12"
Cannons,Sun 8/25/24,451.0,"$13,635.00",$30.00 ,"$15,000.00","$15,000 vs 85%",425.0,"$5,474.90",$12.88,$657.66
Samantha Fish,Fri 8/30/24,573.0,"$17,699.00",$28.00 ,"$10,000.00","$10,000 vs 85%",541.0,"$6,536.50",$12.08,"$12,168.47"
Gogol Bordello,Fri 9/6/24,750.0,"$24,750.00",$33.00 ,"$17,000.00","$17,000 vs 85%",696.0,"$8,280.20",$11.90,"$10,425.11"
Club XCX,Sat 9/7/24,566.0,"$9,604.00",$18.00 ,"$5,756.40",60% of GBOR,519.0,"$5,146.16",$9.92,"$5,508.32"
Laura Jane Grace,Fri 9/13/24,199.0,"$5,129.50",$25.50 ,"$4,250.00","$4,250 vs 90%",180.0,"$1,730.84",$9.62,-$147.99
Yeah!,Sat 9/14/24,206.0,"$3,447.00",$18.00 ,"$2,062.20",60% of GBOR,194.0,"$2,989.49",$15.41,$647.18
Silversun Pickups,Sun 9/15/24,649.0,"$27,572.50",$37.50 ,"$21,750.00","$21,750 vs 85%",537.0,"$5,490.75",$10.22,"$6,414.73"
Big Bubble Rave,Fri 9/20/24,101.0,"$1,950.00",$20.00 ,"$1,358.00",70% of GBOR,93.0,$584.47,$6.28,-$927.28
Yngwie Malmsteen,Wed 10/2/24,260.0,"$11,162.50",$37.50 ,"$10,000.00","$10,000 vs 85%",231.0,"$1,841.26",$7.97,"-$1,045.77"
Kendall Street Company,Fri 10/4/24,286.0,"$5,723.00",$18.00,"$3,253.80",60% of GBOR,304.0,"$3,250.98",$10.69,"$1,838.45"
Kishi Bashi,Sat 10/5/24,515.0,"$13,820.00",$23.00,"$7,500.00","$7,500 vs 85%",470.0,"$3,250.98",$6.92,"$6,321.21"
Futurebirds,Tue 10/8/24,671.0,"$15,634.00",$23.00,"$10,162.10",60% of GBOR,583.0,"$6,528.05",$11.20,"$8,854.96"
Lotus,Wed 10/9/24,303.0,"$7,430.00",$23.00,"$2,618.50",70% of GBOR,337.0,"$4,854.30",$14.40,"$3,790.89"
Brooks Nielsen,Thu 10/10/24,214.0,"$6,027.00",$28.00,"$10,000.00","$10,000 vs 85%",183.0,"$2,021.91",$11.05,"-$4,923.23"
The Legwarmers,Fri 10/11/24,329.0,"$7,215.00",$21.00,"$4,329.00",60% of GBOR,340.0,"$5,548.93",$16.32,"$3,185.05"
The Steel Wheels,Sat 10/12/24,279.0,"$9,972.00",$28.00,"$12,500.00","$12,500 vs 85%",286.0,"$2,041.98",$7.14,"-$3,574.61"
Neko Case,Sun 10/13/24,775.0,"$32,142.50",$37.50,"$20,138.63","$18,000 vs 85%",715.0,"$5,257.98",$7.35,"$12,015.46"
Southall,Tue 10/15/24,384.0,"$5,847.00",$15.00,"$5,000.00","$5,000 vs 85%",311.0,"$4,269.39",$13.73,"$1,480.14"
John Craigie,Sat 10/19/24,359.0,"$10,488.50",$27.50,"$5,993.10",60% of GBOR,327.0,"$2,568.01",$7.85,"$3,635.46"
